City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,High Level,CA,58.5169,-117.136,55.51,50,40,3.44,scattered clouds
698,Rorvik,NO,64.8621,11.2373,44.71,87,75,16.11,light rain
699,Skjervoy,NO,70.0311,20.9714,41.0,82,68,1.72,broken clouds
700,Novikovo,RU,51.1537,37.8879,57.18,63,52,12.33,broken clouds
701,Nantucket,US,41.2835,-70.0995,66.31,99,100,5.68,overcast clouds
702,Wewak,PG,-3.5534,143.6268,80.22,81,95,5.5,overcast clouds
703,Turbiv,UA,49.3479,28.7212,63.95,62,100,2.89,overcast clouds
704,Port Hueneme,US,34.1478,-119.1951,82.38,30,0,5.75,clear sky
705,Aripuana,BR,-9.1667,-60.6333,86.92,54,98,2.26,light rain
706,Pimentel,PE,-6.8367,-79.9342,71.89,64,0,16.11,clear sky
707,Letlhakeng,BW,-24.0944,25.0298,72.07,27,34,5.61,scattered clouds
708,Susice,CZ,49.2311,13.5202,70.43,47,99,11.27,overcast clouds
709,Obo,CF,5.3998,26.4869,81.07,64,89,4.63,overcast clouds
710,Luxor,EG,25.6989,32.6421,104.25,8,0,14.47,clear sky
711,Cockburn Town,TC,21.4612,-71.1419,79.0,83,100,23.78,overcast clouds
712,Zabid,YE,14.1951,43.3152,90.61,52,26,9.13,scattered clouds
713,Alekseyevsk,RU,57.8406,108.3492,48.27,66,99,1.28,overcast clouds
714,Nizhniy Odes,RU,63.6445,54.856,54.64,60,79,5.57,broken clouds
715,Roma,US,43.2128,-75.4557,79.72,58,0,9.22,clear sky
716,Hirara,JP,24.8,125.2833,76.48,90,100,13.0,overcast clouds
